contrast_id	human_source_symbol	human_gene_id	human_symbol_mapping_method	human_direction	human_avg_log2FC	rat_gene_id	rat_official_symbol	reciprocal_one_to_one	present_in_rat_matrix	passes_rat_expression_filter
late_allcell_DPN_vs_diabetes	CNTNAP5	129684	official_exact	down	-0.802556967			False	False	False
late_allcell_DPN_vs_diabetes	COL11A1	1301	official_exact	down	-0.661590779	25654	Col11a1	True	True	True
late_allcell_DPN_vs_diabetes	COL1A1	1277	official_exact	up	0.730799815	29393	Col1a1	True	True	True
late_allcell_DPN_vs_diabetes	COL21A1	81578	official_exact	up	0.803961238			False	False	False
late_allcell_DPN_vs_diabetes	COL22A1	169044	official_exact	down	-0.6922049	315071	Col22a1	True	True	True
late_allcell_DPN_vs_diabetes	COL24A1	255631	official_exact	up	0.818520086	499723	Col24a1	True	True	False
late_allcell_DPN_vs_diabetes	COL25A1	84570	official_exact	down	-1.231957287	687064	Col25a1	True	True	True
late_allcell_DPN_vs_diabetes	COL26A1	136227	official_exact	down	-0.739001575	685612	Col26a1	True	True	False
late_allcell_DPN_vs_diabetes	COL28A1	340267	official_exact	down	-1.094362019	312115	Col28a1	True	True	True
late_allcell_DPN_vs_diabetes	COL3A1	1281	official_exact	up	0.818395744	84032	Col3a1	True	True	True
late_allcell_DPN_vs_diabetes	COL4A3	1285	official_exact	up	0.620297939	363265	Col4a3	True	True	False
late_allcell_DPN_vs_diabetes	COL4A4	1286	official_exact	up	0.834549495	301562	Col4a4	True	True	True
late_allcell_DPN_vs_diabetes	COL5A1	1289	official_exact	up	0.890630181	85490	Col5a1	True	True	False
late_allcell_DPN_vs_diabetes	COL6A1	1291	official_exact	up	0.790264858	294337	Col6a1	True	True	False
late_allcell_DPN_vs_diabetes	COL6A2	1292	official_exact	up	0.689028171	361821	Col6a2	True	True	False
late_allcell_DPN_vs_diabetes	COL6A3	1293	official_exact	up	1.739563392	367313	Col6a3	True	False	False
late_allcell_DPN_vs_diabetes	COL6A6	131873	official_exact	down	-1.213177381	315979	Col6a6	True	True	False
late_allcell_DPN_vs_diabetes	COL7A1	1294	official_exact	up	1.268573213	301012	Col7a1	True	True	False
late_allcell_DPN_vs_diabetes	COL9A1	1297	official_exact	down	-0.746432779	305104	Col9a1	True	True	False
late_allcell_DPN_vs_diabetes	COLGALT1	79709	official_exact	up	0.813632381	290637	Colgalt1	True	True	True
late_allcell_DPN_vs_diabetes	COMMD10	51397	official_exact	up	0.639218213	361323	Commd10	True	True	True
late_allcell_DPN_vs_diabetes	COMMD6	170622	official_exact	down	-0.928133012	498559	Commd6	True	True	True
late_allcell_DPN_vs_diabetes	COMMD8	54951	official_exact	down	-0.994296406	289603	Commd8	True	True	True
late_allcell_DPN_vs_diabetes	COPRS	55352	official_exact	down	-0.630957412	290925	Coprs	True	True	True
late_allcell_DPN_vs_diabetes	COPS4	51138	official_exact	down	-0.595037209	360915	Cops4	True	True	True
late_allcell_DPN_vs_diabetes	COPS9	150678	official_exact	down	-0.828783352	681389	Cops9	True	True	True
late_allcell_DPN_vs_diabetes	COQ10B	80219	official_exact	down	-0.959253166	301416	Coq10b	True	True	True
late_allcell_DPN_vs_diabetes	COQ2	27235	official_exact	down	-0.828465943	498332	Coq2	True	True	True
late_allcell_DPN_vs_diabetes	COQ8A	56997	official_exact	up	0.681397713	360887	Coq8a	True	True	True
late_allcell_DPN_vs_diabetes	CORO2B	10391	official_exact	down	-0.680601769	300768	Coro2b	True	True	True
late_allcell_DPN_vs_diabetes	COX5B	1329	official_exact	down	-0.644314635	94194	Cox5b	True	True	True
late_allcell_DPN_vs_diabetes	COX6A1	1337	official_exact	down	-0.895358095	25282	Cox6a1	True	True	True
late_allcell_DPN_vs_diabetes	COX6C	1345	official_exact	down	-0.779462883	54322	Cox6c	True	True	True
late_allcell_DPN_vs_diabetes	COX7B	1349	official_exact	down	-0.752589294	303393	Cox7b	True	True	True
late_allcell_DPN_vs_diabetes	COX7C	1350	official_exact	down	-0.996836744	100188937	Cox7c	True	True	True
late_allcell_DPN_vs_diabetes	CP	1356	official_exact	up	0.948721878	24268	Cp	True	True	True
late_allcell_DPN_vs_diabetes	CPAMD8	27151	official_exact	down	-0.737310218			False	False	False
late_allcell_DPN_vs_diabetes	CPD	1362	official_exact	down	-1.165248689	25306	Cpd	True	True	True
late_allcell_DPN_vs_diabetes	CPLX2	10814	official_exact	down	-0.605066584	116657	Cplx2	True	True	True
late_allcell_DPN_vs_diabetes	CPNE4	131034	official_exact	down	-0.87733536	367160	Cpne4	True	True	True
late_allcell_DPN_vs_diabetes	CPNE5	57699	official_exact	down	-1.38559596	309650	Cpne5	True	True	True
late_allcell_DPN_vs_diabetes	CPNE6	9362	official_exact	down	-1.047803475	691478	Cpne6	True	True	True
late_allcell_DPN_vs_diabetes	CPNE9	151835	official_exact	down	-0.900914761	297516	Cpne9	True	True	True
late_allcell_DPN_vs_diabetes	CRACDL	343990	official_exact	up	0.858350487	301351	Cracdl	True	True	False
late_allcell_DPN_vs_diabetes	CRACR2A	84766	official_exact	up	0.619105629	500324	Cracr2a	True	True	False
late_allcell_DPN_vs_diabetes	CRACR2B	283229	official_exact	up	1.24227914	309112	Cracr2b	True	False	False
late_allcell_DPN_vs_diabetes	CREB3L2	64764	official_exact	up	0.79327147	362339	Creb3l2	True	True	True
late_allcell_DPN_vs_diabetes	CREB5	9586	official_exact	up	0.904446579	500131	Creb5	True	True	True
late_allcell_DPN_vs_diabetes	CRHR1	1394	official_exact	up	0.616623559	58959	Crhr1	True	True	False
late_allcell_DPN_vs_diabetes	CRISPLD1	83690	official_exact	down	-0.852382752	316482	Crispld1	True	True	False
late_allcell_DPN_vs_diabetes	CRISPLD2	83716	official_exact	up	0.859775558	171547	Crispld2	True	True	True
late_allcell_DPN_vs_diabetes	CRLF1	9244	official_exact	up	0.996096676	290655	Crlf1	True	True	True
late_allcell_DPN_vs_diabetes	CROCC	9696	official_exact	up	0.690833844	313663	Crocc	True	True	False
late_allcell_DPN_vs_diabetes	CROCC2	728763	official_exact	up	3.010713746	102551034	Crocc2	True	False	False
late_allcell_DPN_vs_diabetes	CRTAC1	55118	official_exact	down	-0.606539859	171438	Crtac1	True	True	True
late_allcell_DPN_vs_diabetes	CRYBB3	1417	official_exact	up	0.751363618	64349	Crybb3	True	True	False
late_allcell_DPN_vs_diabetes	CRYM	1428	official_exact	up	0.666281824	117024	Crym	True	True	True
late_allcell_DPN_vs_diabetes	CRYZL1	9946	official_exact	up	0.743016341	288256	Cryzl1	True	True	True
late_allcell_DPN_vs_diabetes	CSAD	51380	official_exact	up	0.73913512	60356	Csad	True	True	True
late_allcell_DPN_vs_diabetes	CSF2RB	1439	official_exact	up	1.118538818	171081	Csf2rb	True	True	False
late_allcell_DPN_vs_diabetes	CSKMT	751071	official_exact	up	0.724370005			False	False	False
late_allcell_DPN_vs_diabetes	CSMD1	64478	official_exact	down	-0.751728089	364634	Csmd1	True	True	True
late_allcell_DPN_vs_diabetes	CSNK1E	1454	official_exact	up	0.62251153	58822	Csnk1e	True	True	True
late_allcell_DPN_vs_diabetes	CSPG4	1464	official_exact	up	0.842239575	81651	Cspg4	True	True	True
late_allcell_DPN_vs_diabetes	CSPG5	10675	official_exact	down	-1.700135024	50568	Cspg5	True	True	False
late_allcell_DPN_vs_diabetes	CSRNP1	64651	official_exact	up	0.660378015	363165	Csrnp1	True	True	True
late_allcell_DPN_vs_diabetes	CST5	1473	official_exact	down	-0.866217319			False	False	False
late_allcell_DPN_vs_diabetes	CTLA4	1493	official_exact	up	1.021634198	63835	Ctla4	True	True	False
late_allcell_DPN_vs_diabetes	CTNNA2	1496	official_exact	down	-0.715180313	297357	Ctnna2	True	True	True
late_allcell_DPN_vs_diabetes	CTNNB1	1499	official_exact	down	-0.680802265	84353	Ctnnb1	True	True	True
late_allcell_DPN_vs_diabetes	CTNND2	1501	official_exact	down	-1.013895925	114028	Ctnnd2	True	True	True
late_allcell_DPN_vs_diabetes	CTSD	1509	official_exact	down	-0.627853565	171293	Ctsd	True	True	True
late_allcell_DPN_vs_diabetes	CTSO	1519	official_exact	down	-0.934008232	684529	Ctso	True	False	False
late_allcell_DPN_vs_diabetes	CTSV	1515	official_exact	down	-0.77836347			False	False	False
late_allcell_DPN_vs_diabetes	CTTN	2017	official_exact	up	0.672564227	60465	Cttn	True	True	False
late_allcell_DPN_vs_diabetes	CTXN2	399697	official_exact	down	-0.779407544	100302373	Ctxn2	True	True	True
late_allcell_DPN_vs_diabetes	CUTA	51596	official_exact	down	-0.642460499	294288	Cuta	True	True	True
late_allcell_DPN_vs_diabetes	CX3CL1	6376	official_exact	up	0.844292786	89808	Cx3cl1	True	True	True
late_allcell_DPN_vs_diabetes	CX3CR1	1524	official_exact	down	-1.769164172	171056	Cx3cr1	True	True	False
late_allcell_DPN_vs_diabetes	CXADR	1525	official_exact	down	-1.611398588	89843	Cxadr	True	True	False
late_allcell_DPN_vs_diabetes	CXCL12	6387	official_exact	up	1.286433047	24772	Cxcl12	True	True	True
late_allcell_DPN_vs_diabetes	CXCL13	10563	official_exact	down	-1.913285124	498335	Cxcl13	True	True	False
late_allcell_DPN_vs_diabetes	CXCL2	2920	official_exact	up	1.125609133	114105	Cxcl2	True	True	True
late_allcell_DPN_vs_diabetes	CXXC5	51523	official_exact	up	0.606110319	291670	Cxxc5	True	True	True
late_allcell_DPN_vs_diabetes	CYB5A	1528	official_exact	up	0.787965631	64001	Cyb5a	True	True	True
late_allcell_DPN_vs_diabetes	CYB5R1	51706	official_exact	down	-0.71599317	304805	Cyb5r1	True	True	True
late_allcell_DPN_vs_diabetes	CYB5R2	51700	official_exact	up	0.796811101	365345	Cyb5r2	True	True	True
late_allcell_DPN_vs_diabetes	CYBRD1	79901	official_exact	down	-0.938630556	295669	Cybrd1	True	True	True
late_allcell_DPN_vs_diabetes	CYCS	54205	official_exact	down	-0.770364752	25309	Cycs	True	True	True
late_allcell_DPN_vs_diabetes	CYFIP2	26999	official_exact	down	-0.646894642	303073	Cyfip2	True	True	True
late_allcell_DPN_vs_diabetes	CYGB	114757	official_exact	up	0.738086984	170520	Cygb	True	True	True
late_allcell_DPN_vs_diabetes	CYP26B1	56603	official_exact	up	1.124702766	312495	Cyp26b1	True	True	False
late_allcell_DPN_vs_diabetes	CYP27C1	339761	official_exact	down	-1.05996105			False	False	False
late_allcell_DPN_vs_diabetes	CYP2J2	1573	official_exact	down	-0.596188231			False	False	False
late_allcell_DPN_vs_diabetes	CYP2U1	113612	official_exact	down	-0.653087522	310848	Cyp2u1	True	True	True
late_allcell_DPN_vs_diabetes	CYP3A5	1577	official_exact	down	-0.711310089			False	False	False
late_allcell_DPN_vs_diabetes	CYP7B1	9420	official_exact	down	-0.65544742	25429	Cyp7b1	True	True	False
late_allcell_DPN_vs_diabetes	CYSLTR1	10800	official_exact	down	-0.894908216	114099	Cysltr1	True	True	False
late_allcell_DPN_vs_diabetes	CYSLTR2	57105	official_exact	down	-0.636132059	170926	Cysltr2	True	True	True
late_allcell_DPN_vs_diabetes	CYTH4	27128	official_exact	up	0.846239786	500906	Cyth4	True	True	False
late_allcell_DPN_vs_diabetes	DACH1	1602	official_exact	up	0.939546039	306096	Dach1	True	True	False
late_allcell_DPN_vs_diabetes	DAD1	1603	official_exact	down	-0.734152183	192275	Dad1	True	True	True
late_allcell_DPN_vs_diabetes	DAPK2	23604	official_exact	up	0.668383191	300799	Dapk2	True	True	True
late_allcell_DPN_vs_diabetes	DAZAP2	9802	official_exact	down	-0.893518915	300235	Dazap2	True	True	True
late_allcell_DPN_vs_diabetes	DBNDD1	79007	official_exact	down	-0.672415338	361437	Dbndd1	True	True	True
late_allcell_DPN_vs_diabetes	DBT	1629	official_exact	down	-0.731782534	29611	Dbt	True	True	True
late_allcell_DPN_vs_diabetes	DCAF12L2	340578	official_exact	down	-0.598550186			False	False	False
late_allcell_DPN_vs_diabetes	DCAF16	54876	official_exact	down	-0.807973935			False	False	False
late_allcell_DPN_vs_diabetes	DCHS1	8642	official_exact	up	0.757593284	308912	Dchs1	True	True	False
late_allcell_DPN_vs_diabetes	DCHS2	54798	official_exact	down	-1.547719734	310550	Dchs2	True	False	False
late_allcell_DPN_vs_diabetes	DCLK3	85443	official_exact	up	0.86274816	316023	Dclk3	True	True	True
late_allcell_DPN_vs_diabetes	DCST2	127579	official_exact	up	0.825533811	295247	Dcst2	True	True	False
late_allcell_DPN_vs_diabetes	DCX	1641	official_exact	down	-0.863018009	84394	Dcx	True	True	True
late_allcell_DPN_vs_diabetes	DDAH1	23576	official_exact	down	-0.793656717	64157	Ddah1	True	True	True
late_allcell_DPN_vs_diabetes	DDB2	1643	official_exact	up	0.655077793	100362121	Ddb2	True	True	True
late_allcell_DPN_vs_diabetes	DDIT3	1649	official_exact	up	0.786961379	29467	Ddit3	True	True	True
late_allcell_DPN_vs_diabetes	DDTL	100037417	official_exact	up	1.50143571			False	False	False
late_allcell_DPN_vs_diabetes	DDX11	1663	official_exact	up	0.708684896			False	False	False
late_allcell_DPN_vs_diabetes	DDX27	55661	official_exact	up	0.604501122	362274	Ddx27	True	True	True
late_allcell_DPN_vs_diabetes	DDX39A	10212	official_exact	up	0.607168835	89827	Ddx39a	True	True	True
late_allcell_DPN_vs_diabetes	DDX3X	1654	official_exact	down	-0.802332736	317335	Ddx3x	True	True	True
late_allcell_DPN_vs_diabetes	DDX51	317781	official_exact	up	0.751078404	304570	Ddx51	True	True	True
late_allcell_DPN_vs_diabetes	DDX60	55601	official_exact	down	-0.831976315	100360801	Ddx60	True	True	True
late_allcell_DPN_vs_diabetes	DEGS1	8560	official_exact	down	-0.994125179	58970	Degs1	True	True	True
late_allcell_DPN_vs_diabetes	DENND1A	57706	official_exact	up	0.660506523	311913	Dennd1a	True	True	True
late_allcell_DPN_vs_diabetes	DENND4B	9909	official_exact	up	0.601228823	361987	Dennd4b	True	True	False
late_allcell_DPN_vs_diabetes	DEPDC4	120863	official_exact	down	-0.63799465			False	False	False
late_allcell_DPN_vs_diabetes	DEPDC7	91614	official_exact	down	-0.704302094	295971	Depdc7	True	True	True
late_allcell_DPN_vs_diabetes	DEPP1	11067	official_exact	up	1.180625448	500300	Depp1	True	True	True
late_allcell_DPN_vs_diabetes	DEPTOR	64798	official_exact	up	0.882243209	314979	Deptor	True	True	True
late_allcell_DPN_vs_diabetes	DES	1674	official_exact	up	1.786265924	64362	Des	True	True	True
late_allcell_DPN_vs_diabetes	DET1	55070	official_exact	down	-0.610628935	308775	Det1	True	True	True
late_allcell_DPN_vs_diabetes	DGAT1	8694	official_exact	up	1.011198812	84497	Dgat1	True	True	True
late_allcell_DPN_vs_diabetes	DGAT2	84649	official_exact	up	0.803454514	252900	Dgat2	True	True	True
late_allcell_DPN_vs_diabetes	DGCR8	54487	official_exact	up	0.706296862	287954	Dgcr8	True	True	True
late_allcell_DPN_vs_diabetes	DGKD	8527	official_exact	up	0.60759921	368088	Dgkd	True	True	True
late_allcell_DPN_vs_diabetes	DGKH	160851	official_exact	down	-1.013258194	361076	Dgkh	True	True	True
late_allcell_DPN_vs_diabetes	DHCR7	1717	official_exact	down	-0.656698128	64191	Dhcr7	True	True	True
late_allcell_DPN_vs_diabetes	DHDDS	79947	official_exact	up	0.69858824	298541	Dhdds	True	True	True
late_allcell_DPN_vs_diabetes	DHODH	1723	official_exact	up	0.755821833	65156	Dhodh	True	True	True
late_allcell_DPN_vs_diabetes	DHPS	1725	official_exact	up	0.621881779	288923	Dhps	True	True	True
late_allcell_DPN_vs_diabetes	DHRSX	207063	official_exact	up	0.978344009	288525	Dhrsx	True	True	True
late_allcell_DPN_vs_diabetes	DHX34	9704	official_exact	up	0.793714388	684903	Dhx34	True	True	False
late_allcell_DPN_vs_diabetes	DHX37	57647	official_exact	up	0.590807093	288647	Dhx37	True	True	True
late_allcell_DPN_vs_diabetes	DIAPH2	1730	official_exact	down	-0.674123209	317189	Diaph2	True	True	True
late_allcell_DPN_vs_diabetes	DIPK1A	388650	official_exact	down	-0.946276937	360906	Dipk1a	True	True	True
late_allcell_DPN_vs_diabetes	DIPK1C	125704	official_exact	down	-1.381044875	498891	Dipk1c	True	True	False
late_allcell_DPN_vs_diabetes	DIPK2A	205428	official_exact	down	-0.784766175	315891	Dipk2a	True	True	True
late_allcell_DPN_vs_diabetes	DIRAS1	148252	official_exact	down	-0.801094085	366826	Diras1	True	True	True
late_allcell_DPN_vs_diabetes	DIRAS2	54769	official_exact	down	-1.806399487	291006	Diras2	True	True	True
late_allcell_DPN_vs_diabetes	DISP1	84976	official_exact	down	-0.659294967	289338	Disp1	True	True	True
late_allcell_DPN_vs_diabetes	DLC1	10395	official_exact	up	1.299594122	58834	Dlc1	True	True	True
late_allcell_DPN_vs_diabetes	DLGAP1	9229	official_exact	down	-0.691305632	65040	Dlgap1	True	True	True
late_allcell_DPN_vs_diabetes	DLGAP2	9228	official_exact	down	-0.63359538	116681	Dlgap2	True	False	False
late_allcell_DPN_vs_diabetes	DLGAP3	58512	official_exact	down	-0.692536006	286923	Dlgap3	True	True	True
late_allcell_DPN_vs_diabetes	DLK2	65989	official_exact	down	-0.691134522	316232	Dlk2	True	True	False
late_allcell_DPN_vs_diabetes	DLL1	28514	official_exact	up	0.749201072	84010	Dll1	True	True	True
late_allcell_DPN_vs_diabetes	DLL4	54567	official_exact	up	1.240748625	311332	Dll4	True	True	True
late_allcell_DPN_vs_diabetes	DMRT2	10655	official_exact	up	2.021031255	309430	Dmrt2	True	False	False
late_allcell_DPN_vs_diabetes	DNAH9	1770	official_exact	up	0.915779296	117251	Dnah9	True	True	False
late_allcell_DPN_vs_diabetes	DNAI3	126820	official_exact	down	-0.730220311	292165	Dnai3	True	True	False
late_allcell_DPN_vs_diabetes	DNAI4	79819	official_exact	down	-0.939110996	313417	Dnai4	True	True	True
late_allcell_DPN_vs_diabetes	DNAJA1	3301	official_exact	down	-0.722313406	65028	Dnaja1	True	True	True
late_allcell_DPN_vs_diabetes	DNAJB9	4189	official_exact	down	-0.677029231	24908	Dnajb9	True	True	True
late_allcell_DPN_vs_diabetes	DNASE1	1773	official_exact	up	0.771406325	25633	Dnase1	True	True	False
late_allcell_DPN_vs_diabetes	DNASE1L3	1776	official_exact	up	0.889945261	116687	Dnase1l3	True	True	False
late_allcell_DPN_vs_diabetes	DNER	92737	official_exact	down	-0.730772427	316573	Dner	True	True	True
late_allcell_DPN_vs_diabetes	DNLZ	728489	official_exact	up	0.873098957	296587	Dnlz	True	True	True
late_allcell_DPN_vs_diabetes	DOC2A	8448	official_exact	up	0.602568573	65031	Doc2a	True	True	True
late_allcell_DPN_vs_diabetes	DOCK10	55619	official_exact	down	-0.790109547	301556	Dock10	True	False	False
late_allcell_DPN_vs_diabetes	DOCK6	57572	official_exact	up	0.931217853	367039	Dock6	True	True	True
late_allcell_DPN_vs_diabetes	DOK2	9046	official_exact	up	1.219765866	290361	Dok2	True	True	False
late_allcell_DPN_vs_diabetes	DOLK	22845	official_exact	down	-0.766202908	311847	Dolk	True	True	True
late_allcell_DPN_vs_diabetes	DOLPP1	57171	official_exact	down	-0.8309889	296624	Dolpp1	True	True	True
late_allcell_DPN_vs_diabetes	DPM3	54344	official_exact	down	-0.597464528	502017	Dpm3	True	True	True
late_allcell_DPN_vs_diabetes	DPP10	57628	official_exact	down	-2.197422509	363972	Dpp10	True	True	True
late_allcell_DPN_vs_diabetes	DPP6	1804	official_exact	down	-0.769075225	29272	Dpp6	True	True	True
late_allcell_DPN_vs_diabetes	DPP9	91039	official_exact	up	0.611932579	301130	Dpp9	True	True	True
late_allcell_DPN_vs_diabetes	DPT	1805	official_exact	up	3.201590249	289178	Dpt	True	True	False
late_allcell_DPN_vs_diabetes	DPYSL3	1809	official_exact	down	-0.76022364	25418	Dpysl3	True	True	True
late_allcell_DPN_vs_diabetes	DPYSL5	56896	official_exact	down	-0.81180028	65208	Dpysl5	True	True	True
late_allcell_DPN_vs_diabetes	DRC3	83450	official_exact	up	1.023153676	287371	Drc3	True	True	True
late_allcell_DPN_vs_diabetes	DRD2	1813	official_exact	up	1.388976192	24318	Drd2	True	True	True
late_allcell_DPN_vs_diabetes	DRD4	1815	official_exact	up	0.93179918	25432	Drd4	True	True	False
late_allcell_DPN_vs_diabetes	DRGX	644168	official_exact	down	-0.762216825	252880	Drgx	True	True	True
late_allcell_DPN_vs_diabetes	DSG2	1829	official_exact	down	-0.756907692	307562	Dsg2	True	True	False
late_allcell_DPN_vs_diabetes	DST	667	official_exact	down	-0.88898963	316313	Dst	True	True	True
late_allcell_DPN_vs_diabetes	DTD2	112487	official_exact	down	-0.910924035	366619	Dtd2	True	True	True
late_allcell_DPN_vs_diabetes	DTWD2	285605	official_exact	down	-1.111492264	361326	Dtwd2	True	True	False
late_allcell_DPN_vs_diabetes	DUOXA1	90527	official_exact	up	1.719503762	311374	Duoxa1	True	True	False
late_allcell_DPN_vs_diabetes	DUS4L	11062	official_exact	down	-0.598284925	366593	Dus4l	True	True	True
late_allcell_DPN_vs_diabetes	DUSP10	11221	official_exact	up	0.694197549	63995	Dusp10	True	True	True
late_allcell_DPN_vs_diabetes	DUSP27		unresolved_or_ambiguous	up	0.983546413			False	False	False
late_allcell_DPN_vs_diabetes	DUSP8	1850	official_exact	up	0.657425815	361679	Dusp8	True	True	True
late_allcell_DPN_vs_diabetes	DXO	1797	official_exact	up	0.767731138	361799	Dxo	True	True	True
late_allcell_DPN_vs_diabetes	DYNC2I2	89891	official_exact	up	0.701928184	296618	Dync2i2	True	True	True
late_allcell_DPN_vs_diabetes	DYNLRB1	83658	official_exact	down	-0.748520303	170714	Dynlrb1	True	True	True
late_allcell_DPN_vs_diabetes	DYNLT2B	255758	official_exact	up	0.624748606	498095	Dynlt2b	True	True	True
late_allcell_DPN_vs_diabetes	DYNLT5	200132	official_exact	up	0.866655407	362553	Dynlt5	True	True	False
late_allcell_DPN_vs_diabetes	DZIP1L	199221	official_exact	up	0.768096385	315952	Dzip1l	True	True	True
late_allcell_DPN_vs_diabetes	DZIP3	9666	official_exact	down	-0.697613665	303963	Dzip3	True	True	True
late_allcell_DPN_vs_diabetes	EBF1	1879	official_exact	up	0.774336294	116543	Ebf1	True	True	True
late_allcell_DPN_vs_diabetes	EBF3	253738	official_exact	up	0.797157513	361668	Ebf3	True	True	True
late_allcell_DPN_vs_diabetes	ECE2	9718	official_exact	down	-0.991707914	408243	Ece2	True	True	True
late_allcell_DPN_vs_diabetes	ECEL1	9427	official_exact	down	-3.2095844	60417	Ecel1	True	True	True
late_allcell_DPN_vs_diabetes	ECRG4	84417	official_exact	down	-1.246053964	363225	Ecrg4	True	True	True
late_allcell_DPN_vs_diabetes	ECSCR	641700	official_exact	up	0.711299422	689248	Ecscr	True	True	True
late_allcell_DPN_vs_diabetes	EDA2R	60401	official_exact	up	0.999254085	296872	Eda2r	True	False	False
late_allcell_DPN_vs_diabetes	EDNRA	1909	official_exact	down	-0.781930197	24326	Ednra	True	True	True
late_allcell_DPN_vs_diabetes	EFCAB1		unresolved_or_ambiguous	up	1.974045023			False	False	False
late_allcell_DPN_vs_diabetes	EFCAB2	84288	unique_synonym	up	0.668378827	289280	Drc8	True	True	True
late_allcell_DPN_vs_diabetes	EFCAB8	388795	official_exact	up	0.600629569	499923	Efcab8	True	False	False
late_allcell_DPN_vs_diabetes	EGFL7	51162	official_exact	up	0.966702719	245963	Egfl7	True	True	True
late_allcell_DPN_vs_diabetes	EGLN3	112399	official_exact	up	0.643137648	54702	Egln3	True	True	True
late_allcell_DPN_vs_diabetes	EGR3	1960	official_exact	up	1.66802175	25148	Egr3	True	True	True
late_allcell_DPN_vs_diabetes	EHBP1L1	254102	official_exact	up	0.707396638	309169	Ehbp1l1	True	True	True
late_allcell_DPN_vs_diabetes	EID2	163126	official_exact	down	-0.621485051	685691	Eid2	True	True	True
late_allcell_DPN_vs_diabetes	EID3	493861	official_exact	up	0.667923337	691688	Eid3	True	False	False
late_allcell_DPN_vs_diabetes	EIF1AX	1964	official_exact	down	-0.773631191	302697	Eif1ax	True	True	True
late_allcell_DPN_vs_diabetes	EIF2B3	8891	official_exact	up	0.675296053	171145	Eif2b3	True	True	True
late_allcell_DPN_vs_diabetes	EIF3M	10480	official_exact	down	-0.81270256	295975	Eif3m	True	True	True
late_allcell_DPN_vs_diabetes	EIF4EBP3	8637	official_exact	down	-0.65272835	100365872	Eif4ebp3	True	True	True
late_allcell_DPN_vs_diabetes	ELANE	1991	official_exact	up	1.40971812	299606	Elane	True	True	False
late_allcell_DPN_vs_diabetes	ELAPOR2	222223	official_exact	up	0.658056716	502727	Elapor2	True	True	True
late_allcell_DPN_vs_diabetes	ELAVL2	1993	official_exact	down	-1.002063845	286973	Elavl2	True	True	True
late_allcell_DPN_vs_diabetes	ELAVL3	1995	official_exact	down	-0.80055136	282824	Elavl3	True	True	True
late_allcell_DPN_vs_diabetes	ELAVL4	1996	official_exact	down	-0.812655859	432358	Elavl4	True	True	True
late_allcell_DPN_vs_diabetes	ELL	8178	official_exact	up	0.875895917	306347	Ell	True	True	True
late_allcell_DPN_vs_diabetes	ELN	2006	official_exact	up	0.942235709	25043	Eln	True	True	False
late_allcell_DPN_vs_diabetes	ELOVL2	54898	official_exact	down	-1.304003573	498728	Elovl2	True	True	True
late_allcell_DPN_vs_diabetes	ELOVL4	6785	official_exact	down	-0.912463001	315851	Elovl4	True	True	True
late_allcell_DPN_vs_diabetes	ELOVL5	60481	official_exact	down	-0.59012578	171400	Elovl5	True	True	True
late_allcell_DPN_vs_diabetes	ELOVL6	79071	official_exact	down	-1.240980469	171402	Elovl6	True	True	False
late_allcell_DPN_vs_diabetes	ELOVL7	79993	official_exact	down	-0.796913376	361895	Elovl7	True	True	True
late_allcell_DPN_vs_diabetes	EMC7	56851	official_exact	down	-0.731860134	296050	Emc7	True	True	True
late_allcell_DPN_vs_diabetes	EMID1	129080	official_exact	up	1.089410769	685462	Emid1	True	True	True
late_allcell_DPN_vs_diabetes	EMILIN2	84034	official_exact	up	0.890064421	316736	Emilin2	True	True	False
late_allcell_DPN_vs_diabetes	ENHO	375704	official_exact	down	-1.024840849	100912292	Enho	True	True	True
late_allcell_DPN_vs_diabetes	ENO3	2027	official_exact	up	0.902499116	25438	Eno3	True	True	True
late_allcell_DPN_vs_diabetes	ENPEP	2028	official_exact	down	-1.025133744	64017	Enpep	True	True	False
late_allcell_DPN_vs_diabetes	ENPP2	5168	official_exact	down	-0.703655236	84050	Enpp2	True	True	True
late_allcell_DPN_vs_diabetes	ENPP4	22875	official_exact	down	-1.102721573	301261	Enpp4	True	True	True
late_allcell_DPN_vs_diabetes	ENPP5	59084	official_exact	down	-1.640836381	316249	Enpp5	True	True	True
late_allcell_DPN_vs_diabetes	ENSG00000099725		unresolved_or_ambiguous	up	2.079435501			False	False	False
late_allcell_DPN_vs_diabetes	ENSG00000125122		unresolved_or_ambiguous	up	1.063164997			False	False	False
late_allcell_DPN_vs_diabetes	ENSG00000135502		unresolved_or_ambiguous	up	1.290573063			False	False	False
late_allcell_DPN_vs_diabetes	ENSG00000167747		unresolved_or_ambiguous	up	0.596062271			False	False	False
late_allcell_DPN_vs_diabetes	ENSG00000170846		unresolved_or_ambiguous	up	0.61052182			False	False	False
late_allcell_DPN_vs_diabetes	ENSG00000196312		unresolved_or_ambiguous	up	1.479721965			False	False	False
late_allcell_DPN_vs_diabetes	ENSG00000204352		unresolved_or_ambiguous	down	-0.718902086			False	False	False
late_allcell_DPN_vs_diabetes	ENSG00000205212		unresolved_or_ambiguous	up	0.786614523			False	False	False
late_allcell_DPN_vs_diabetes	ENSG00000215271		unresolved_or_ambiguous	up	0.643472823			False	False	False
